index;baseKv;Vm;Va;Pd;Qd;Pg;Qg;type
607;380;1;149.93;0;0;1698.26;0;2
608;380;1;145;636.36;0;0;0;1
609;380;1;155.02;636.36;0;0;0;1
610;380;1;167.89;0;0;2047.7;0;2
611;380;1;141.68;386;0;0;0;1
612;380;1;154.42;636.36;0;0;0;1
613;380;1;157.38;636.36;0;0;0;1
614;380;1;151.44;636.36;0;0;0;1
615;380;1;134.47;636.36;0;0;0;1
616;380;1;166.93;0;0;1780;0;2
617;380;1;181.84;0;0;2653.13;0;2
618;380;1;108.32;686;0;0;0;1
619;380;1;171.76;0;0;3365.87;0;2
620;380;1;89.34;2036;0;0;0;1
621;380;1;161.34;0;0;1443.52;0;2
622;380;1;80.11;2136;0;0;0;1
623;380;1;150.46;0;0;992.55;0;2
624;380;1;120.29;0;0;600;0;2
625;380;1;82.06;2335.54;0;0;0;1
626;380;1;105.59;2435;0;0;0;1
627;380;1;98.56;0;0;3080;0;2
628;380;1;91.98;2336;0;0;0;1
629;380;1;100.86;0;0;64.98;0;2
630;380;1;-7.63;0;0;50.51;0;2
631;380;1;-1.79;0;0;326.84;0;2
632;380;1;2.82;0;0;810.66;0;2
633;380;1;0.89;316.22;0;0;0;1
634;380;1;5.04;303;0;1049.98;0;2
635;380;1;-17.19;316.22;0;0;0;1
636;380;1;-0.19;316.22;0;0;0;1
637;380;1;14.89;0;0;128.68;0;2
638;380;1;6.44;766;0;317.84;0;2
639;380;1;-7.13;449.17;0;0;0;1
640;380;1;-9.1;0;0;257.36;0;2
641;380;1;-11.64;379.73;0;0;0;1
642;380;1;-14.44;449.17;0;0;0;1
643;380;1;10.52;166;0;0;0;1
644;380;1;-8.01;379.73;0;0;0;1
645;380;1;18.36;0;0;823.54;0;2
646;380;1;-17.58;379.73;0;0;0;1
647;380;1;3.49;0;0;25.74;0;2
648;380;1;-12.5;966.37;0;0;0;1
649;380;1;10.03;292;0;0;0;1
650;380;1;-9.1;379.73;0;0;0;1
651;380;1;3.52;866;0;0;0;1
652;380;1;3.77;379.73;0;0;0;1
653;380;1;16.77;379.73;0;0;0;1
654;380;1;25.64;379.73;0;0;0;1
655;380;1;-11.39;966.37;0;0;0;1
656;380;1;-0.62;379.73;0;0;0;1
657;380;1;2.99;492.38;0;0;0;1
658;380;1;3.78;0;0;538.33;0;2
659;380;1;-10.56;966.37;0;0;0;1
660;380;1;-8.72;966.37;0;0;0;1
661;380;1;0.26;966.37;0;0;0;1
662;380;1;-7.56;966.37;0;0;0;1
663;380;1;-9.93;379.73;0;0;0;1
664;380;1;-0.8;147.51;0;0;0;1
665;380;1;8.08;379.73;0;0;0;1
666;380;1;4.07;966.37;0;0;0;1
667;380;1;30.43;0;0;2787.73;0;2
668;380;1;-3.6;379.73;0;0;0;1
669;380;1;5.79;0;0;880.66;0;2
670;380;1;-1.99;379.73;0;0;0;1
671;380;1;11.44;0;0;2298.56;0;2
672;380;1;36.06;380.83;0;0;0;1
673;380;1;-3.92;966.37;0;0;0;1
674;380;1;-2.72;966.37;0;0;0;1
675;380;1;16.32;0;0;1929.6;0;2
676;380;1;-0.65;0;0;727.09;0;2
677;380;1;41.54;0;0;1571.5;0;2
678;380;1;-4.54;492.38;0;0;0;1
679;380;1;15.86;0;0;951.38;0;2
680;380;1;22.16;0;0;953.5;0;2
681;380;1;6.95;0;0;301.53;0;2
682;380;1;14.78;0;0;1522.22;0;2
683;380;1;22.29;510.42;0;0;0;1
684;380;1;-12.33;300.01;0;0;0;1
685;380;1;-6.63;510.42;0;0;0;1
686;380;1;0.84;492.38;0;0;0;1
687;380;1;16.52;510.42;0;0;0;1
688;380;1;13.82;510.42;0;0;0;1
689;380;1;21.5;510.42;0;0;0;1
690;380;1;39.61;0;0;1712.49;0;2
691;380;1;-9.02;492.38;0;0;0;1
692;380;1;-10.38;492.38;0;0;0;1
693;380;1;22.09;510.42;0;0;0;1
694;380;1;3.57;0;0;253.7;0;2
695;380;1;-12.97;492.38;0;0;0;1
696;380;1;34.06;510.42;0;0;0;1
697;380;1;28.19;0;0;257.36;0;2
698;380;1;3.75;0;0;399.99;0;2
699;380;1;33.36;510.42;0;0;0;1
700;380;1;-0.74;213.8;0;0;0;1
701;380;1;4.89;213.8;0;0;0;1
702;380;1;-8.81;492.38;0;0;0;1
703;380;1;38.38;372.98;0;0;0;1
704;380;1;0.6;0;0;919.98;0;2
705;380;1;18.34;0;0;721.59;0;2
706;380;1;18.95;213.8;0;0;0;1
707;380;1;29.94;654.36;0;0;0;1
708;380;1;-6.69;0;0;195.6;0;2
709;380;1;38.14;654.36;0;0;0;1
710;380;1;56.03;372.98;0;0;0;1
711;380;1;-17.22;213.8;0;0;0;1
712;380;1;28.95;654.36;0;0;0;1
713;380;1;53.85;654.36;0;412.27;0;2
714;380;1;29.37;0;0;856.25;0;2
715;380;1;-30.5;213.8;0;0;0;1
716;380;1;43.56;654.36;0;0;0;1
717;380;1;30.3;0;0;205.88;0;2
718;380;1;74.72;372.98;0;0;0;1
719;380;1;94.93;0;0;1046.52;0;2
720;380;1;91.75;270.16;0;0;0;1
721;380;1;107.19;0;0;1308.15;0;2
722;380;1;93.17;270.16;0;0;0;1
723;380;1;97.08;270.16;0;0;0;1
724;380;1;98.61;843.7;0;136.4;0;2
725;380;1;106.31;270.16;0;0;0;1
726;380;1;119;0;0;2441.89;0;2
727;380;1;116.66;701.31;0;697.68;0;2
728;380;1;123.67;0;0;2689.25;0;2
729;380;1;104.52;843.7;0;0;0;1
730;380;1;134.31;936.16;0;0;0;1
731;380;1;133.81;0;0;463.24;0;2
732;380;1;107.1;843.7;0;0;0;1
733;380;1;168.21;0;0;180.15;0;2
734;380;1;140.37;936.16;0;0;0;1
735;380;1;110.21;843.7;0;0;0;1
736;380;1;128.2;0;0;154.41;0;2
737;380;1;106.26;843.7;0;0;0;1
738;380;1;136.26;701.31;0;0;0;1
739;380;1;197.18;0;0;3678.69;0;2
740;380;1;121.26;701.31;0;0;0;1
741;380;1;149.8;0;0;887.96;0;2
742;380;1;193.37;0;0;1014.81;0;2
743;380;1;180.12;172.66;0;0;0;1
744;380;1;138.87;0;0;507.41;0;2
745;380;1;156.25;701.31;0;0;0;1
746;380;1;184.83;172.66;0;244.49;0;2
747;380;1;188.65;936.16;0;0;0;1
748;380;1;188.51;172.66;0;0;0;1
749;380;1;173.76;172.66;0;0;0;1
750;380;1;224.47;0;0;2537.03;0;2
751;380;1;179.55;0;0;128.68;0;2
752;380;1;203.9;172.66;0;0;0;1
753;380;1;178.38;172.66;0;0;0;1
754;380;1;179.25;172.66;0;0;0;1
755;380;1;168.31;0;0;946.42;0;2
756;380;1;121.75;376.1;0;0;0;1
757;380;1;119.48;345.71;0;0;0;1
758;380;1;130.89;0;0;528.37;0;2
760;380;1;158.46;345.71;0;0;0;1
761;380;1;162.25;345.71;0;0;0;1
762;380;1;113.77;741;0;0;0;1
763;380;1;127.28;345.71;0;0;0;1
764;380;1;164.31;0;0;1244.1;0;2
765;380;1;154.87;345.71;0;0;0;1
766;380;1;155.55;345.71;0;0;0;1
767;380;1;-21.61;966.37;0;0;0;1
768;380;1;119.13;0;0;395.79;0;2
769;380;1;3.03;253.48;0;0;0;1
770;380;1;5.37;253.48;0;0;0;1
771;380;1;116.94;0;0;273.63;0;2
772;380;1;10.32;0;0;633.89;0;2
773;380;1;111.17;842.4;0;0;0;1
774;380;1;4.8;253.48;0;0;0;1
775;380;1;4.54;253.48;0;0;0;1
776;380;1;9.79;253.48;0;0;0;1
777;380;1;103.55;842.4;0;0;0;1
778;380;1;91.64;842.4;0;0;0;1
779;380;1;109.14;0;0;1023.11;0;2
780;380;1;-1.99;330.32;0;0;0;1
781;380;1;105.94;508.06;0;0;0;1
782;380;1;8.68;153.48;0;0;0;1
783;380;1;126.34;0;0;1694.17;0;2
784;380;1;100.63;508.06;0;0;0;1
785;380;1;128.62;0;0;607.43;0;2
786;380;1;-10.38;559;0;0;0;1
787;380;1;107.84;508.06;0;0;0;1
788;380;1;96.28;0;0;296.31;0;2
789;380;1;171.1;0;0;2762.81;0;2
790;380;1;104.98;0;0;73.29;0;2
791;380;1;129.3;397.26;0;0;0;1
792;380;1;20.48;330.32;0;0;0;1
793;380;1;133.75;0;0;296.31;0;2
794;380;1;159.73;0;0;1000;0;2
795;380;1;139.06;397.26;0;0;0;1
796;380;1;151.03;397.26;0;0;0;1
797;380;1;86.46;397.26;0;0;0;1
798;380;1;141.72;0;0;122.16;0;2
799;380;1;147.82;0;0;1610.67;0;2
800;380;1;120.35;397.26;0;0;0;1
801;380;1;8.83;1461.59;0;0;0;1
802;380;1;13.21;1461.59;0;0;0;1
803;380;1;133.41;0;0;444.46;0;2
804;380;1;131.03;582.42;0;0;0;1
805;380;1;25.58;0;0;270.38;0;2
806;380;1;16.15;330.32;0;0;0;1
807;380;1;128.73;197;0;0;0;1
808;380;1;19.64;0;0;118.52;0;2
809;380;1;132.47;396.65;0;0;0;1
810;380;1;109.62;397.26;0;0;0;1
811;380;1;123.44;397.74;0;0;0;1
812;380;1;9.31;330.32;0;0;0;1
813;380;1;35.53;330.32;0;0;0;1
814;380;1;29.32;0;0;1210.96;0;2
815;380;1;118.63;397.26;0;0;0;1
816;380;1;100.36;0;0;511.13;0;2
817;380;1;104.91;396.65;0;0;0;1
818;380;1;61.92;0;0;320.01;0;2
819;380;1;34.51;580.34;0;0;0;1
820;380;1;71.21;0;0;244.31;0;2
821;380;1;101.82;0;0;1196.15;0;2
822;380;1;71.05;0;0;640.1;0;2
823;380;1;114.43;0;0;2020.97;0;2
824;380;1;37.06;330.32;0;0;0;1
825;380;1;53.94;0;0;640.76;0;2
826;380;1;95.72;396.65;0;0;0;1
827;380;1;79.06;396.65;0;0;0;1
828;380;1;94.52;692.35;0;0;0;1
829;380;1;46.09;0;0;3296.4;0;2
830;380;1;106.08;396.65;0;0;0;1
831;380;1;69.96;396.65;0;0;0;1
832;380;1;112.3;0;0;1970.13;0;2
833;380;1;96.73;0;0;1585.23;0;2
834;380;1;111.62;792;0;0;0;1
835;380;1;47.75;0;0;2018.59;0;2
836;380;1;57.5;397.74;0;0;0;1
837;380;1;29.93;580.31;0;0;0;1
838;380;1;90.58;692.35;0;0;0;1
839;380;1;89.44;692.35;0;0;0;1
840;380;1;96.75;692.35;0;0;0;1
841;380;1;71.18;396.65;0;0;0;1
842;380;1;54.5;0;0;422.16;0;2
843;380;1;105.94;692.35;0;0;0;1
844;380;1;43.29;0;0;242.04;0;2
845;380;1;90.89;723.8;0;0;0;1
846;380;1;30.18;580.31;0;0;0;1
847;380;1;28.62;810;0;0;0;1
848;380;1;80.92;692.35;0;0;0;1
849;380;1;39.71;357.84;0;0;0;1
850;380;1;36.34;357.84;0;0;0;1
851;380;1;79.78;692.35;0;0;0;1
852;380;1;31.34;0;0;588.62;0;2
853;380;1;98.25;692.35;0;0;0;1
854;380;1;28.87;380;0;0;0;1
855;380;1;105.34;0;0;937.81;0;2
856;380;1;18.21;357.84;0;0;0;1
857;380;1;70.22;362.56;0;0;0;1
858;380;1;102.04;0;0;622.24;0;2
859;380;1;40.39;0;0;171.02;0;2
860;380;1;120.08;723.8;0;0;0;1
861;380;1;42.39;0;0;272.66;0;2
862;380;1;112.85;0;0;1111.15;0;2
863;380;1;43.15;397.74;0;0;0;1
864;380;1;89.28;692.35;0;0;0;1
865;380;1;34.88;357.84;0;0;0;1
866;380;1;23.19;357.84;0;0;0;1
867;380;1;128.3;0;0;3600.11;0;2
868;380;1;102.85;692.35;0;0;0;1
869;380;1;125.39;0;0;1111.14;0;2
870;380;1;21.47;357.84;0;0;0;1
871;380;1;112.6;0;0;1674.12;0;2
872;380;1;111.53;692.35;0;0;0;1
873;380;1;39.57;362.56;0;0;0;1
874;380;1;79.41;362.56;0;0;0;1
875;380;1;106.81;0;0;496.31;0;2
876;380;1;121.27;692.35;0;0;0;1
877;380;1;121.51;692.35;0;0;0;1
878;380;1;104.18;0;0;122.23;0;2
879;380;1;71.01;362.56;0;0;0;1
880;380;1;35.77;357.84;0;0;0;1
881;380;1;39.42;431.74;0;0;0;1
882;380;1;5.39;431.71;0;0;0;1
883;380;1;87.37;692.35;0;0;0;1
884;380;1;32.74;357.84;0;0;0;1
885;380;1;53.21;350.7;0;0;0;1
886;380;1;72.83;0;0;598.56;0;2
887;380;1;92.74;692.35;0;0;0;1
888;380;1;31.88;357.84;0;0;0;1
889;380;1;37.32;0;0;397.73;0;2
890;380;1;113.1;692.35;0;0;0;1
891;380;1;63.24;362.56;0;0;0;1
892;380;1;0.83;357.84;0;0;0;1
893;380;1;123.93;0;0;2249.07;0;2
894;380;1;98.43;692.35;0;0;0;1
895;380;1;112.52;0;0;3800.12;0;2
896;380;1;40.13;0;0;481.5;0;2
897;380;1;76.13;362.56;0;0;0;1
898;380;1;91.94;699;0;0;0;1
899;380;1;106.92;392;0;0;0;1
900;380;1;87.69;362.56;0;0;0;1
901;380;1;29.77;431.74;0;0;0;1
902;380;1;37.44;431.74;0;0;0;1
903;380;1;111.05;0;0;4641.9;0;2
904;380;1;105.3;692.35;0;0;0;1
905;380;1;77.26;362.56;0;0;0;1
906;380;1;60.99;338;0;0;0;1
907;380;1;45.38;476.09;0;0;0;1
908;380;1;99.17;330.4;0;0;0;1
909;380;1;46.36;476.09;0;0;0;1
910;380;1;79.18;362.56;0;0;0;1
911;380;1;89.99;330.4;0;0;0;1
912;380;1;85.03;330.4;0;0;0;1
913;380;1;68.77;330.4;0;0;0;1
914;380;1;94.25;692.35;0;0;0;1
915;380;1;77.15;0;0;1187.36;0;2
916;380;1;59.05;0;0;109.94;0;2
917;380;1;50.94;476.09;0;0;0;1
918;380;1;50.98;466;0;0;0;1
919;380;1;73.52;362.56;0;0;0;1
920;380;1;76.05;362.56;0;0;0;1
921;380;1;54.44;0;0;97.72;0;2
922;380;1;76.77;0;0;366.47;0;2
923;380;1;48.24;476.09;0;0;0;1
924;380;1;72.74;362.56;0;0;0;1
925;380;1;72.68;362.56;0;0;0;1
926;380;1;69.43;0;0;74.08;0;2
927;380;1;80.12;330.4;0;0;0;1
928;380;1;57.94;0;0;925.95;0;2
929;380;1;86.91;330.4;0;1767.52;0;2
930;380;1;63.08;406.84;0;0;0;1
931;380;1;59.51;330.4;0;0;0;1
932;380;1;73.36;0;0;2000.82;0;2
933;380;1;68.67;0;0;2457.58;0;2
934;380;1;53.07;406.84;0;0;0;1
935;380;1;51.57;0;0;498.58;0;2
936;380;1;77.7;216.63;0;0;0;1
937;380;1;59.5;476.09;0;0;0;1
938;380;1;58.53;362.56;0;0;0;1
939;380;1;89.76;0;0;2592.67;0;2
940;380;1;71.06;813.68;0;3748.04;0;2
941;380;1;63.68;330.4;0;0;0;1
942;380;1;50.84;0;0;0;0;3
943;380;1;69.94;337.72;0;0;0;1
944;380;1;68.29;0;0;1801.36;0;2
945;380;1;58.69;0;0;0;0;3
946;380;1;49.5;476.09;0;0;0;1
947;380;1;71.8;337.72;0;0;0;1
948;380;1;58.46;765.92;0;0;0;1
949;380;1;57.74;406.84;0;0;0;1
950;380;1;53.76;476.09;0;0;0;1
951;380;1;52.06;476.09;0;783.58;0;2
952;380;1;55.39;0;0;1205.25;0;2
953;380;1;64.75;0;0;2496.67;0;2
954;380;1;56.21;0;0;1604.96;0;2
955;380;1;56.73;0;0;1042.81;0;2
956;380;1;42.91;490.81;0;0;0;1
957;380;1;33.48;382;0;0;0;1
958;380;1;32.69;406.84;0;0;0;1
959;380;1;48.56;406.84;0;0;0;1
960;380;1;58.77;0;0;2044.22;0;2
961;380;1;23.67;476.09;0;0;0;1
962;380;1;52.07;406.84;0;0;0;1
963;380;1;43.91;406.84;0;0;0;1
964;380;1;32.96;406.84;0;0;0;1
965;380;1;25.38;0;0;279.24;0;2
966;380;1;34.06;406.84;0;0;0;1
967;380;1;29.19;406.84;0;0;0;1
968;380;1;21.98;490.81;0;0;0;1
969;380;1;49.03;476.09;0;0;0;1
970;380;1;31.6;476.09;0;0;0;1
971;380;1;38.14;406.84;0;0;0;1
972;380;1;47.66;476.09;0;0;0;1
973;380;1;21.63;476.09;0;0;0;1
974;380;1;33.1;406.84;0;0;0;1
975;380;1;32.13;406.84;0;0;0;1
976;380;1;25.62;476.09;0;0;0;1
977;380;1;28.36;476.09;0;0;0;1
978;380;1;28.91;406.84;0;0;0;1
979;380;1;45.91;476.09;0;0;0;1
980;380;1;25.56;406.84;0;0;0;1
981;380;1;26.55;406.84;0;0;0;1
982;380;1;-10.21;476.09;0;0;0;1
983;380;1;23.07;193.12;0;0;0;1
984;380;1;24.96;808.75;0;0;0;1
985;380;1;19.24;476.09;0;0;0;1
986;380;1;5.07;406.84;0;0;0;1
987;380;1;-21.25;476.09;0;0;0;1
988;380;1;23.45;406.84;0;0;0;1
989;380;1;21.58;0;0;0;0;3
990;380;1;16.2;406.84;0;0;0;1
991;380;1;19.09;0;0;0;0;3
992;380;1;77.07;216.63;0;0;0;1
993;380;1;18.48;476.09;0;0;0;1
994;380;1;35.24;0;0;0;0;3
995;380;1;29.14;476.09;0;0;0;1
996;380;1;32.06;799;0;338.91;0;2
997;380;1;35.92;399.86;0;734.47;0;2
998;380;1;45.92;0;0;1121.02;0;2
999;380;1;26.22;599.32;0;950;0;2
1000;380;1;37.95;0;0;181.36;0;2
1001;380;1;35.96;0;0;313.62;0;2
1002;380;1;44.74;0;0;741.91;0;2
1003;380;1;32.3;701.34;0;0;0;1
1004;380;1;37.52;0;0;711.7;0;2
1005;380;1;32.15;701.34;0;0;0;1
1006;380;1;15.28;399.86;0;0;0;1
1007;380;1;28.98;391.5;0;0;0;1
1008;380;1;15.14;701.34;0;0;0;1
1009;380;1;9.71;596.43;0;0;0;1
1010;380;1;22.32;424.03;0;0;0;1
1011;380;1;9.14;596.43;0;0;0;1
1012;380;1;13.41;0;0;181.36;0;2
1013;380;1;17.33;391.5;0;173.32;0;2
1014;380;1;20.13;0;0;290.17;0;2
1015;380;1;20.2;0;0;72.55;0;2
1016;380;1;17.74;343.05;0;0;0;1
1017;380;1;22.65;396.43;0;538.4;0;2
1018;380;1;18.55;543;0;0;0;1
1019;380;1;22.42;0;0;290.17;0;2
1020;380;1;18.68;310.31;0;0;0;1
1021;380;1;14.34;0;0;0;0;3
1022;380;1;18.85;391.5;0;217.63;0;2
1023;380;1;22.23;0;0;700;0;2
1024;380;1;21.3;0;0;300;0;2
1025;380;1;14.34;456.55;0;0;0;1
1026;380;1;23.54;0;0;296.64;0;2
1027;380;1;26.9;0;0;217.63;0;2
1028;380;1;34.17;0;0;600;0;2
1029;380;1;27.4;0;0;362.15;0;2
1030;380;1;42.71;0;0;220;0;2
1031;380;1;24.14;200;0;50;0;2
1032;380;1;77.1;0;0;325.32;0;2
1033;380;1;137.2;0;0;1153.45;0;2
1034;380;1;69.13;1134.33;0;0;0;1
1035;380;1;56.97;1134.33;0;0;0;1
1036;380;1;131.09;1134.33;0;0;0;1
1037;380;1;134.44;0;0;1153.45;0;2
1038;380;1;137.16;0;0;325.32;0;2
1039;380;1;117.95;0;0;1153.45;0;2
1040;380;1;32.01;396.12;0;0;0;1
1041;380;1;41.31;0;0;199.15;0;2
1042;380;1;44.86;0;0;602.49;0;2
1043;380;1;29.89;509.78;0;0;0;1
1044;380;1;33.58;521.02;0;0;0;1
1045;380;1;34.43;391.43;0;99.15;0;2
1046;380;1;46.19;0;0;753.12;0;2
1047;380;1;37.46;521.02;0;0;0;1
1048;380;1;44.19;0;0;677.8;0;2
1049;380;1;43.69;0;0;677.8;0;2
1050;380;1;50.09;0;0;629.67;0;2
1051;380;1;32.43;391.48;0;0;0;1
1052;380;1;38.32;234.51;0;0;0;1
1053;380;1;41.79;391.48;0;0;0;1
1054;380;1;48.55;0;0;800.19;0;2
1055;380;1;30.11;234.48;0;0;0;1
1056;380;1;38.46;346.26;0;0;0;1
1057;380;1;26.01;541.88;0;0;0;1
1058;380;1;43.96;541.88;0;0;0;1
1059;380;1;68.2;0;0;1682.79;0;2
1060;380;1;43.4;346.26;0;0;0;1
1061;380;1;33.71;590.78;0;0;0;1
1062;380;1;41.17;239.64;0;0;0;1
1063;380;1;43.24;239.66;0;0;0;1
1064;380;1;48.68;254.57;0;0;0;1
1065;380;1;32.46;549.73;0;0;0;1
1066;380;1;45.71;0;0;367.14;0;2
1067;380;1;39.61;346.26;0;0;0;1
1068;380;1;50.27;254.57;0;0;0;1
1069;380;1;28.37;289.74;0;0;0;1
1070;380;1;38.72;1042.7;0;0;0;1
1071;380;1;50.56;0;0;2794.25;0;2
1072;380;1;56.38;0;0;1702.72;0;2
1073;380;1;53.83;289.74;0;0;0;1
1074;380;1;-10.84;0;0;614.3;0;2
1075;380;1;-19.87;269.36;0;0;0;1
1076;380;1;-17.46;404.88;0;0;0;1
1077;380;1;-20.42;269.36;0;0;0;1
1078;380;1;-13.44;404.88;0;0;0;1
1079;380;1;-13.56;404.88;0;0;0;1
1080;380;1;-20.31;269.36;0;0;0;1
1081;380;1;-18.4;669.49;0;0;0;1
1082;380;1;-1.02;0;0;494.3;0;2
1083;380;1;-14.49;238.28;0;0;0;1
1084;380;1;-5.4;288.65;0;0;0;1
1085;380;1;-2.8;0;0;295.42;0;2
1086;380;1;-34.11;238.28;0;0;0;1
1087;380;1;-9.87;288.65;0;0;0;1
1088;380;1;11.56;278.93;0;0;0;1
1089;380;1;5.65;288.65;0;0;0;1
1090;380;1;-8.5;288.65;0;0;0;1
1091;380;1;4.49;278.93;0;0;0;1
1092;380;1;-21.35;238.28;0;0;0;1
1093;380;1;5.24;278.93;0;0;0;1
1094;380;1;-10.58;308.11;0;0;0;1
1095;380;1;0.78;278.93;0;0;0;1
1096;380;1;3.97;278.93;0;0;0;1
1097;380;1;-23.71;238.28;0;0;0;1
1098;380;1;5.57;278.93;0;0;0;1
1099;380;1;1.74;278.93;0;0;0;1
1100;380;1;8.45;278.93;0;0;0;1
1101;380;1;-9.52;0;0;802;0;2
1102;380;1;23.19;0;0;1662.89;0;2
1103;380;1;-1.3;308.11;0;0;0;1
1104;380;1;-9.92;187.87;0;0;0;1
1105;380;1;6.15;308.11;0;0;0;1
1106;380;1;-1.35;308.11;0;0;0;1
1107;380;1;24.82;0;0;2471.53;0;2
1108;380;1;-29.22;203.31;0;0;0;1
1109;380;1;18;203.31;0;0;0;1
1110;380;1;34.54;0;0;635.54;0;2
1111;380;1;28.28;287.86;0;0;0;1
1112;380;1;30.24;287.86;0;0;0;1
1113;380;1;35.81;287.86;0;0;0;1
1114;380;1;21.37;278.93;0;0;0;1
1115;380;1;2.07;203.31;0;0;0;1
1116;380;1;19.85;203.31;0;0;0;1
1117;380;1;-1.44;308.11;0;0;0;1
1118;380;1;-23.72;203.31;0;0;0;1
1119;380;1;30.4;287.86;0;0;0;1
1120;380;1;27.29;278.93;0;0;0;1
1121;380;1;26.56;308.11;0;0;0;1
1122;380;1;44.71;0;0;4236.9;0;2
1123;380;1;2.42;188;0;0;0;1
1124;380;1;-37.83;203.31;0;0;0;1
1125;380;1;4.03;187.87;0;0;0;1
1126;380;1;4.94;180.85;0;0;0;1
1127;380;1;25.48;180.16;0;0;0;1
1128;380;1;24.92;0;0;353.08;0;2
1129;380;1;35.34;287.86;0;0;0;1
1130;380;1;28.39;180.85;0;0;0;1
1131;380;1;29.24;180.16;0;0;0;1
1132;380;1;26.15;180.85;0;0;0;1
1133;380;1;39.68;264.36;0;0;0;1
1134;380;1;29.23;180.16;0;0;0;1
1135;380;1;25.71;180.16;0;0;0;1
1136;380;1;39.25;264.36;0;0;0;1
1137;380;1;9.35;180.85;0;0;0;1
1138;380;1;42.14;264.36;0;0;0;1
1139;380;1;35.88;0;0;2077;0;2
1140;380;1;41.62;264.36;0;0;0;1
1141;380;1;28;231;0;1817;0;2
1142;380;1;40.25;264.36;0;0;0;1
1143;380;1;36.36;445.07;0;0;0;1
1144;380;1;15.74;180.85;0;0;0;1
1145;380;1;41.55;445.07;0;0;0;1
1146;380;1;58.08;0;0;635.54;0;2
1147;380;1;6.17;391.24;0;0;0;1
1148;380;1;19.33;180.85;0;0;0;1
1149;380;1;36.54;595.35;0;0;0;1
1150;380;1;54;264.36;0;0;0;1
1151;380;1;18.91;180.85;0;0;0;1
1152;380;1;31.24;134;0;0;0;1
1153;380;1;52.7;0;0;596.79;0;2
1155;380;1;43.29;445.07;0;0;0;1
1156;380;1;14.77;180.85;0;0;0;1
1157;380;1;47.53;264.36;0;0;0;1
1158;380;1;32.19;445.07;0;0;0;1
1159;380;1;46.25;0;0;208.31;0;2
1160;380;1;55.47;0;0;474.94;0;2
1161;380;1;47.86;264.36;0;0;0;1
1162;380;1;62.92;0;0;1404;0;2
1163;380;1;29.53;0;0;100;0;2
1164;380;1;51.7;0;0;420.16;0;2
1165;380;1;51.69;0;0;1319.66;0;2
1166;380;1;62.43;0;0;1497.23;0;2
1167;380;1;55.63;0;0;179.36;0;2
1168;380;1;50.36;264.36;0;0;0;1
1169;380;1;39.06;550;0;0;0;1
1170;380;1;18.59;78;0;0;0;1
1171;380;1;9.25;97.8;0;0;0;1
1172;380;1;12.74;97.8;0;0;0;1
1173;380;1;10.11;97.8;0;0;0;1
1174;380;1;10.96;0;0;430.51;0;2
1175;380;1;2.21;596.43;0;0;0;1
1176;380;1;18.86;0;0;650.04;0;2
1177;380;1;14.51;416.48;0;0;0;1
1178;380;1;16.19;323.49;0;0;0;1
1179;380;1;21.3;932.16;0;0;0;1
1180;380;1;0.64;387.3;0;0;0;1
1181;380;1;15.59;323.49;0;0;0;1
1182;380;1;24.75;508.18;0;0;0;1
1183;380;1;45.24;0;0;785;0;2
1184;380;1;32.51;0;0;1969.38;0;2
1185;380;1;22.92;370.06;0;0;0;1
1186;380;1;10.23;393;0;0;0;1
1187;380;1;23.06;224.7;0;0;0;1
1188;380;1;26.43;370.06;0;0;0;1
1189;380;1;14.82;0;0;0;0;3
1190;380;1;29.82;0;0;1900;0;2
1191;380;1;20.52;191.04;0;0;0;1
1192;380;1;-4.35;75.87;0;0;0;1
1194;380;1;22.01;320;0;0;0;1
1195;380;1;22.8;285.67;0;0;0;1
1196;380;1;24.3;386;0;0;0;1
1197;380;1;30.7;125.19;0;0;0;1
1198;380;1;25.44;184.69;0;0;0;1
1199;380;1;34.19;0;0;238.43;0;2
1200;380;1;26.32;0;0;706.37;0;2
1201;380;1;33.91;25;0;0;0;1
1202;380;1;31.86;125.19;0;0;0;1
1203;380;1;32.61;125.19;0;0;0;1
1204;380;1;22.22;184.69;0;0;0;1
1205;380;1;19.3;184.69;0;0;0;1
1206;380;1;39.99;19;0;0;0;1
1207;380;1;25.38;159.65;0;0;0;1
1208;380;1;35.3;219;0;0;0;1
1209;380;1;47.59;0;0;691.94;0;2
1210;380;1;17.13;159.65;0;0;0;1
1211;380;1;25.09;159.65;0;0;0;1
1212;380;1;34.41;199.29;0;0;0;1
1213;380;1;22.94;0;0;41.43;0;2
1214;380;1;18.9;816;0;0;0;1
1215;380;1;37.22;0;0;1549.83;0;2
1216;380;1;32.42;117;0;0;0;1
1217;380;1;31.63;216.62;0;0;0;1
1218;380;1;26.47;199.29;0;0;0;1
1219;380;1;21.57;0;0;340.66;0;2
1220;380;1;9.85;293.88;0;0;0;1
1221;380;1;16.61;854;0;486.28;0;2
1222;380;1;18.25;0;0;129.67;0;2
1223;380;1;17.59;293.88;0;745.62;0;2
1224;380;1;17.83;293.88;0;291.76;0;2
1226;380;1;13.77;27;0;0;0;1
1227;380;1;16.88;351;0;0;0;1
1228;380;1;19.68;91.55;0;0;0;1
1229;380;1;16.88;302;0;0;0;1
1230;380;1;16.88;401;0;0;0;1
1231;380;1;20.94;146.61;0;0;0;1
1232;380;1;22.95;0;0;300;0;2
